Wavelength;Abs_001;Std.Dev_001;Abs_002;Std.Dev_002;Abs_004;Std.Dev_004;Abs_006;Std.Dev_006;Abs_008;Std.Dev_008;Abs_01;Std.Dev_01;Abs_03;Std.Dev_03;Abs_05;Std.Dev_05;Abs_08;Std.Dev_08;Abs_1;Std.Dev_1;Abs_2;Std.Dev_2;Abs_4;Std.Dev_4;Abs_6;Std.Dev_6;Abs_8;Std.Dev_8;Abs_acida;Std.Dev_acida;Abs_basica;Std.Dev_basica
253;7,96E-02;8,53E-02;2,57E-02;5,94E-02;4,82E-02;8,30E-02;7,31E-02;8,88E-02;6,72E-02;7,15E-02;5,11E-02;7,17E-02;0,120461;7,37E-02;5,21E-02;8,39E-02;3,12E-03;9,08E-02;7,29E-02;8,07E-02;5,00E-02;7,26E-02;6,01E-02;0,100894;7,30E-02;5,81E-02;0,177684;8,32E-02;-1,63E-02;6,69E-02;6,15E-02;7,18E-02
254;8,93E-02;0,10539;-3,23E-02;8,05E-02;-4,26E-03;8,57E-02;8,10E-02;8,90E-02;5,73E-02;7,62E-02;-1,93E-03;8,91E-02;5,30E-04;7,54E-02;8,61E-03;7,57E-02;1,49E-02;9,04E-02;0,226371;0,101452;0,11476;9,25E-02;4,46E-02;0,132583;-4,39E-02;8,09E-02;0,127585;0,125187;1,30E-03;8,74E-02;9,44E-02;8,84E-02
255;6,60E-02;8,67E-02;0,101062;9,31E-02;0,121626;8,23E-02;9,51E-02;7,48E-02;0,113051;0,107433;2,16E-02;9,24E-02;0,102144;7,72E-02;1,37E-02;7,82E-02;0,180861;0,119783;5,22E-02;9,82E-02;7,37E-02;9,27E-02;0,187288;0,109192;0,227705;0,110931;0,214688;0,143654;0,157974;0,100676;5,46E-02;0,102973
256;0,123749;6,94E-02;0,118376;6,20E-02;9,28E-02;6,19E-02;4,60E-02;5,44E-02;8,59E-02;6,90E-02;-1,49E-02;6,55E-02;1,46E-02;6,15E-02;3,96E-02;6,24E-02;9,12E-02;7,84E-02;0,100679;8,03E-02;2,37E-02;6,81E-02;-4,31E-02;6,64E-02;0,10238;7,01E-02;8,88E-02;7,91E-02;0,105403;7,72E-02;8,33E-02;7,32E-02
257;4,50E-02;6,88E-02;6,21E-03;5,43E-02;-1,28E-02;6,29E-02;8,66E-04;6,53E-02;7,20E-02;6,10E-02;0,135983;7,88E-02;3,87E-02;5,93E-02;-2,76E-02;7,29E-02;1,82E-02;8,47E-02;-5,97E-02;7,41E-02;7,50E-02;7,24E-02;0,100691;8,20E-02;1,06E-02;8,75E-02;9,22E-02;6,72E-02;9,01E-02;7,23E-02;0,110909;6,79E-02
258;0,11217;7,50E-02;6,01E-02;8,24E-02;-3,92E-02;8,67E-02;6,02E-02;9,04E-02;1,15E-02;7,20E-02;5,75E-02;8,74E-02;8,38E-02;8,40E-02;7,14E-02;0,112411;7,86E-03;8,18E-02;0,138339;0,121853;-2,92E-02;8,21E-02;5,80E-02;0,100877;4,53E-02;8,53E-02;-2,10E-02;8,32E-02;-5,45E-02;7,47E-02;6,99E-02;7,53E-02
259;0,200739;6,81E-02;1,09E-02;6,62E-02;0,107968;9,30E-02;2,52E-02;8,55E-02;-5,54E-02;7,46E-02;7,64E-02;9,06E-02;3,16E-02;7,64E-02;8,02E-02;0,1237;8,28E-03;7,79E-02;1,56E-02;8,27E-02;0,256851;8,40E-02;0,144988;0,142708;-1,94E-02;7,04E-02;0,112888;9,12E-02;2,50E-02;7,67E-02;-4,87E-02;6,69E-02
260;0,186767;6,41E-02;6,97E-02;6,02E-02;0,111076;8,24E-02;0,129564;6,01E-02;0,208324;7,22E-02;0,128426;7,40E-02;3,56E-02;6,60E-02;0,121039;0,100643;0,113411;7,00E-02;0,153257;7,41E-02;1,14E-02;5,80E-02;0,257692;0,107249;0,178019;7,47E-02;0,193658;7,27E-02;0,164701;7,29E-02;6,48E-03;5,93E-02
261;0,184582;6,48E-02;0,133004;8,79E-02;0,241161;0,115218;0,193515;7,60E-02;0,135691;6,36E-02;0,204072;8,19E-02;0,165937;8,84E-02;0,147198;6,65E-02;0,183617;6,40E-02;0,256822;8,23E-02;0,162342;6,43E-02;0,127414;7,21E-02;0,19306;8,56E-02;0,175886;6,16E-02;6,27E-02;6,49E-02;0,258129;8,37E-02
262;0,152061;4,59E-02;0,140349;5,34E-02;0,291566;5,94E-02;0,107627;5,06E-02;0,148073;5,79E-02;0,156487;5,46E-02;0,177409;5,72E-02;6,28E-02;4,10E-02;0,137322;5,07E-02;0,114193;4,99E-02;0,206035;4,63E-02;0,328833;4,31E-02;0,199464;6,18E-02;0,218269;4,57E-02;9,84E-02;4,59E-02;0,122944;5,37E-02
263;8,23E-03;5,08E-02;6,92E-02;4,39E-02;0,117617;4,46E-02;9,98E-02;3,79E-02;0,110107;5,40E-02;4,99E-02;4,49E-02;-1,07E-02;4,69E-02;0,148972;4,98E-02;-4,71E-03;6,66E-02;8,00E-02;3,93E-02;2,11E-02;4,07E-02;7,50E-02;5,63E-02;0,136919;7,69E-02;-1,47E-02;4,96E-02;4,15E-04;5,35E-02;0,116703;5,17E-02
264;6,43E-02;6,11E-02;5,03E-02;6,92E-02;0,160114;5,17E-02;0,145035;4,61E-02;0,142602;4,84E-02;0,226257;5,15E-02;8,61E-02;6,55E-02;0,108482;5,76E-02;0,164226;6,21E-02;0,113592;4,63E-02;0,121197;4,36E-02;0,247821;4,93E-02;0,161798;8,70E-02;0,186399;7,76E-02;0,136354;5,99E-02;0,197094;4,04E-02
265;0,162265;6,95E-02;0,113453;5,70E-02;0,168502;7,34E-02;6,65E-02;5,45E-02;0,108355;5,50E-02;-3,31E-02;6,50E-02;0,111096;5,99E-02;1,83E-02;4,81E-02;5,56E-03;5,73E-02;0,167362;5,46E-02;-3,81E-02;4,85E-02;4,22E-02;4,76E-02;0,197103;5,73E-02;2,49E-02;6,81E-02;4,62E-02;4,55E-02;9,09E-02;4,94E-02
266;0,178067;7,84E-02;3,73E-02;5,52E-02;0,126952;7,35E-02;7,93E-02;7,40E-02;0,233755;6,86E-02;0,172127;7,70E-02;0,127779;5,89E-02;0,102092;5,99E-02;9,91E-02;7,44E-02;8,22E-02;8,04E-02;0,173012;6,41E-02;0,332943;5,49E-02;0,17512;7,56E-02;0,197897;7,14E-02;5,88E-02;5,55E-02;0,102245;7,01E-02
267;7,06E-02;5,75E-02;0,154902;6,63E-02;9,69E-02;8,06E-02;7,06E-02;6,32E-02;9,69E-02;5,59E-02;7,06E-02;6,32E-02;0;8,71E-02;0;6,80E-02;7,06E-02;6,08E-02;9,69E-02;7,37E-02;7,06E-02;6,54E-02;0,187087;7,77E-02;0,221848;7,14E-02;0,221848;7,24E-02;-2,12E-02;7,36E-02;4,58E-02;8,06E-02
268;7,95E-02;4,84E-02;0,143521;5,21E-02;0,222502;4,42E-02;0,193091;5,24E-02;7,62E-02;4,74E-02;0,121299;5,61E-02;0,170452;4,53E-02;0,12046;5,34E-02;0,118112;4,71E-02;0,278747;5,74E-02;0,142955;4,24E-02;5,98E-02;6,23E-02;0,118256;7,87E-02;9,58E-02;7,85E-02;7,78E-02;5,31E-02;0,16805;6,16E-02
269;0,180932;4,12E-02;0,179505;6,29E-02;7,97E-02;3,69E-02;4,84E-02;7,63E-02;7,13E-02;6,04E-02;0,109264;6,85E-02;8,25E-02;3,30E-02;2,90E-02;4,57E-02;-6,34E-03;4,05E-02;-2,99E-02;7,11E-02;2,71E-02;4,11E-02;0,23247;5,69E-02;0,188852;7,52E-02;0,110435;8,01E-02;7,19E-02;3,72E-02;9,25E-02;5,72E-02
270;3,28E-02;5,76E-02;8,69E-02;6,28E-02;-2,98E-02;4,86E-02;0,110787;5,85E-02;8,68E-02;5,16E-02;9,06E-02;8,95E-02;6,33E-03;5,54E-02;4,79E-02;4,87E-02;3,49E-02;5,65E-02;0,273406;5,07E-02;5,69E-02;5,76E-02;2,82E-02;8,58E-02;0,203076;6,29E-02;4,48E-02;4,96E-02;0,107162;5,06E-02;0,181408;5,25E-02
271;7,60E-02;6,33E-02;0,234113;7,24E-02;7,71E-02;5,58E-02;0,118193;6,33E-02;0,141509;6,42E-02;0,173479;6,34E-02;0,110763;6,18E-02;0,125085;6,98E-02;0,134266;5,40E-02;8,17E-02;4,55E-02;0,168442;4,90E-02;0,282996;7,19E-02;0,132333;6,54E-02;0,166374;5,13E-02;0,122009;5,95E-02;0,13878;6,64E-02
272;-1,10E-02;5,95E-02;7,60E-02;7,93E-02;-3,61E-03;6,72E-02;2,65E-02;6,10E-02;1,42E-02;5,97E-02;-5,63E-02;6,39E-02;1,37E-02;6,83E-02;1,36E-02;6,49E-02;-7,37E-02;6,65E-02;0,144357;6,01E-02;-9,76E-02;6,71E-02;-2,45E-02;5,91E-02;-3,10E-02;5,90E-02;3,90E-03;6,81E-02;1,16E-02;5,93E-02;5,94E-02;6,15E-02
273;4,66E-02;5,29E-02;0,100577;5,52E-02;8,47E-02;6,27E-02;0,147283;4,84E-02;0,132404;5,78E-02;0,111926;5,20E-02;0,111538;7,18E-02;8,17E-02;6,36E-02;0,10162;6,00E-02;8,43E-02;7,81E-02;0,219167;9,19E-02;0,132803;6,70E-02;7,02E-02;5,30E-02;5,72E-02;6,62E-02;4,34E-02;6,26E-02;9,19E-02;6,17E-02
274;0,187802;6,16E-02;3,52E-02;5,03E-02;0,181777;6,85E-02;9,80E-02;5,82E-02;0,194947;5,13E-02;6,96E-02;5,40E-02;0,210466;8,82E-02;0,152534;6,52E-02;7,43E-02;6,42E-02;9,68E-02;6,03E-02;0,16303;8,23E-02;0,234719;6,43E-02;0,201109;4,64E-02;0,167728;5,98E-02;0,115289;6,40E-02;0,160551;7,77E-02
275;4,57E-02;6,24E-02;2,74E-02;5,11E-02;0,15191;4,90E-02;0,115165;6,05E-02;7,37E-02;6,42E-02;9,84E-02;5,67E-02;0,125592;7,92E-02;0,109941;6,83E-02;5,26E-02;6,29E-02;0,172428;4,64E-02;0,13534;8,13E-02;4,92E-02;6,11E-02;7,39E-02;6,15E-02;0,106961;5,59E-02;0,127713;5,09E-02;0,155479;6,82E-02
276;0,100315;5,21E-02;0,127927;4,31E-02;9,21E-02;4,31E-02;0,112727;4,82E-02;0,165592;4,18E-02;9,40E-02;3,69E-02;0,124761;5,34E-02;4,33E-02;5,15E-02;0,13502;5,51E-02;7,88E-02;3,97E-02;0,211168;5,21E-02;0,197111;4,09E-02;0,201076;4,80E-02;0,143054;5,89E-02;0,124427;4,47E-02;8,73E-02;5,47E-02
277;0,174094;4,91E-02;0,106889;4,51E-02;0,172916;5,98E-02;9,14E-02;4,97E-02;8,57E-02;5,24E-02;0,159874;4,78E-02;8,57E-02;4,77E-02;9,27E-02;6,47E-02;0,239666;5,70E-02;0,209202;5,45E-02;0,118784;6,58E-02;0,106819;5,17E-02;0,130647;5,16E-02;0,119035;7,87E-02;0,144696;4,67E-02;0,149021;5,47E-02
278;9,10E-02;4,34E-02;5,95E-02;4,90E-02;0,124341;4,19E-02;0,103959;5,03E-02;0,115241;4,23E-02;3,70E-02;4,86E-02;0,152781;4,99E-02;0,12719;5,14E-02;0,134193;4,44E-02;8,11E-02;7,03E-02;0,178111;4,50E-02;0,167987;4,97E-02;0,100844;6,60E-02;0,138903;6,19E-02;0,106555;4,42E-02;0,11413;4,58E-02
279;0,108439;4,50E-02;0,122172;3,91E-02;6,65E-02;3,11E-02;0,109201;5,27E-02;0,191832;3,86E-02;6,64E-02;3,59E-02;9,19E-02;4,95E-02;0,119703;4,11E-02;6,87E-02;3,33E-02;0,148153;5,36E-02;0,135861;3,43E-02;5,35E-02;5,46E-02;0,121604;4,44E-02;0,154145;5,23E-02;4,80E-02;4,75E-02;9,56E-02;4,80E-02
280;0,152858;6,35E-02;5,84E-02;4,23E-02;8,87E-02;3,89E-02;0,132256;4,18E-02;0,139441;5,11E-02;9,20E-02;3,79E-02;8,48E-02;4,47E-02;0,137741;5,65E-02;0,153069;4,22E-02;0,122509;5,09E-02;0,21418;5,06E-02;0,126123;5,29E-02;6,80E-02;4,70E-02;0,126425;6,17E-02;8,46E-02;4,70E-02;0,150107;5,50E-02
281;0,177445;4,95E-02;0,149926;3,41E-02;0,108345;3,80E-02;0,138728;3,97E-02;0,123949;4,00E-02;0,176101;3,72E-02;0,108864;4,03E-02;0,150387;5,12E-02;0,139677;4,95E-02;6,90E-02;3,44E-02;0,187961;4,23E-02;0,18789;3,82E-02;0,16174;5,70E-02;0,177049;6,02E-02;0,13186;3,92E-02;0,193527;4,05E-02
282;0,121636;3,09E-02;0,144203;2,82E-02;8,80E-02;3,43E-02;0,148257;3,45E-02;0,164348;3,20E-02;0,185252;2,86E-02;0,127493;3,94E-02;0,146665;3,83E-02;0,163953;3,59E-02;0,132185;3,41E-02;0,169695;3,14E-02;0,156738;4,34E-02;0,211051;4,45E-02;0,202704;3,42E-02;0,103529;3,55E-02;0,196553;4,08E-02
283;0,129043;2,28E-02;0,122159;2,03E-02;0,162958;2,58E-02;0,134728;2,42E-02;0,180976;2,28E-02;0,179707;2,95E-02;0,18853;3,85E-02;0,168319;2,57E-02;0,179368;2,24E-02;0,20008;2,22E-02;0,19909;2,69E-02;0,130198;2,92E-02;0,15935;3,54E-02;0,189496;2,10E-02;0,149789;2,73E-02;0,221035;2,79E-02
284;0,172043;1,33E-02;0,192307;1,49E-02;0,217465;1,92E-02;0,173882;1,17E-02;0,190259;1,82E-02;0,178925;1,79E-02;0,187065;2,02E-02;0,189945;1,66E-02;0,189134;1,79E-02;0,168712;1,25E-02;0,191732;1,69E-02;0,171134;1,39E-02;0,212461;1,71E-02;0,21753;1,55E-02;0,178736;1,70E-02;0,204368;2,34E-02
285;0,162195;9,17E-03;0,18733;1,09E-02;0,195066;1,07E-02;0,175339;7,82E-03;0,191146;1,14E-02;0,168629;1,26E-02;0,177092;8,95E-03;0,183646;1,01E-02;0,187828;1,28E-02;0,190724;7,53E-03;0,198575;9,30E-03;0,191169;9,48E-03;0,219691;9,76E-03;0,195803;9,52E-03;0,187034;9,61E-03;0,210062;1,16E-02
286;0,154525;5,75E-03;0,154266;5,28E-03;0,178794;4,32E-03;0,163733;5,19E-03;0,181417;5,97E-03;0,167154;6,26E-03;0,173599;5,11E-03;0,173844;5,07E-03;0,187185;6,11E-03;0,167895;3,78E-03;0,206437;4,77E-03;0,208909;5,70E-03;0,189244;5,60E-03;0,185541;6,21E-03;0,180645;6,83E-03;0,214329;5,32E-03
287;0,161503;4,11E-03;0,169464;2,72E-03;0,178729;3,13E-03;0,174662;2,57E-03;0,179544;3,09E-03;0,168477;3,07E-03;0,180995;2,89E-03;0,182096;2,93E-03;0,183339;3,83E-03;0,179325;2,72E-03;0,184695;3,61E-03;0,19604;2,77E-03;0,210539;2,71E-03;0,195356;3,53E-03;0,171237;5,57E-03;0,221501;4,30E-03
288;0,169069;2,63E-03;0,176624;2,71E-03;0,179566;2,07E-03;0,173717;2,17E-03;0,187845;2,97E-03;0,172146;2,22E-03;0,182565;1,57E-03;0,185126;2,71E-03;0,187851;2,92E-03;0,183713;1,86E-03;0,195309;2,80E-03;0,200067;2,41E-03;0,206563;3,62E-03;0,19736;2,04E-03;0,175288;3,30E-03;0,222497;3,20E-03
289;0,164469;1,75E-03;0,175393;2,36E-03;0,179574;1,86E-03;0,173617;2,66E-03;0,184329;3,06E-03;0,170065;1,77E-03;0,179259;2,04E-03;0,18376;2,26E-03;0,182987;2,28E-03;0,183231;1,92E-03;0,189169;2,04E-03;0,203865;1,92E-03;0,206993;2,57E-03;0,19736;1,89E-03;0,163655;1,72E-03;0,231327;2,34E-03
290;0,159621;1,69E-03;0,169769;1,72E-03;0,174747;2,16E-03;0,165208;1,91E-03;0,181825;2,79E-03;0,164898;1,88E-03;0,174199;2,88E-03;0,179296;2,65E-03;0,177792;2,19E-03;0,177587;2,15E-03;0,188736;1,60E-03;0,196985;1,81E-03;0,199785;2,88E-03;0,191278;2,14E-03;0,153175;1,76E-03;0,233907;2,26E-03
291;0,153917;2,54E-03;0,158843;2,17E-03;0,166979;2,42E-03;0,15992;2,09E-03;0,173262;2,30E-03;0,159842;2,24E-03;0,167294;2,40E-03;0,169727;2,38E-03;0,171772;2,83E-03;0,166979;1,94E-03;0,178627;2,03E-03;0,190797;2,37E-03;0,193198;2,66E-03;0,188298;2,30E-03;0,139793;2,71E-03;0,227746;3,42E-03
292;0,152547;2,64E-03;0,160052;1,74E-03;0,161055;2,10E-03;0,160898;2,48E-03;0,167759;1,70E-03;0,156788;1,81E-03;0,165344;2,54E-03;0,172081;2,09E-03;0,168932;2,62E-03;0,166507;1,53E-03;0,184269;2,43E-03;0,185755;2,09E-03;0,193104;2,07E-03;0,185791;2,79E-03;0,133934;2,33E-03;0,23705;2,95E-03
293;0,152543;1,88E-03;0,161629;1,18E-03;0,165798;1,68E-03;0,160599;1,60E-03;0,172659;1,54E-03;0,160113;1,29E-03;0,17073;1,52E-03;0,175752;1,51E-03;0,170678;1,52E-03;0,166721;1,22E-03;0,18736;1,81E-03;0,197367;1,36E-03;0,200949;1,38E-03;0,195368;1,68E-03;0,132818;2,26E-03;0,247436;1,79E-03
294;0,151458;9,82E-04;0,160438;9,69E-04;0,163312;1,06E-03;0,1601;9,28E-04;0,172672;1,09E-03;0,157631;8,32E-04;0,17152;9,02E-04;0,173188;1,17E-03;0,170799;8,07E-04;0,168493;8,61E-04;0,183982;1,10E-03;0,19981;8,09E-04;0,204581;9,03E-04;0,196153;9,25E-04;0,128667;1,19E-03;0,252988;1,07E-03
295;0,152397;5,11E-04;0,161498;6,34E-04;0,164011;5,41E-04;0,158036;5,45E-04;0,174313;6,42E-04;0,156773;5,78E-04;0,173143;4,71E-04;0,173186;6,11E-04;0,170937;5,26E-04;0,166922;5,20E-04;0,185888;5,18E-04;0,205005;4,81E-04;0,206173;6,09E-04;0,198361;5,86E-04;0,124145;4,89E-04;0,258091;6,44E-04
296;0,151873;3,87E-04;0,161654;3,61E-04;0,163388;2,91E-04;0,156375;3,40E-04;0,173518;3,93E-04;0,155552;4,09E-04;0,172874;3,62E-04;0,173331;4,29E-04;0,170784;3,87E-04;0,166439;3,89E-04;0,184429;3,73E-04;0,206639;3,43E-04;0,207582;3,54E-04;0,198997;4,45E-04;0,119054;3,15E-04;0,26323;3,49E-04
297;0,152252;2,65E-04;0,161773;2,14E-04;0,162583;2,66E-04;0,156175;2,66E-04;0,173907;2,37E-04;0,154792;2,66E-04;0,173703;3,09E-04;0,173387;2,56E-04;0,170419;3,14E-04;0,165989;2,82E-04;0,18573;2,48E-04;0,208421;3,26E-04;0,20866;2,31E-04;0,200392;2,53E-04;0,116039;2,74E-04;0,266901;3,16E-04
298;0,152876;2,21E-04;0,162289;1,95E-04;0,162951;1,67E-04;0,156478;2,10E-04;0,174103;2,33E-04;0,155247;2,30E-04;0,174619;2,12E-04;0,173719;1,80E-04;0,170942;2,06E-04;0,165527;1,93E-04;0,185843;2,00E-04;0,210488;1,65E-04;0,210646;2,00E-04;0,201581;1,88E-04;0,113356;1,97E-04;0,270931;2,31E-04
299;0,153313;1,57E-04;0,163202;1,72E-04;0,163719;1,89E-04;0,156733;1,90E-04;0,174648;2,04E-04;0,155651;2,05E-04;0,175574;2,09E-04;0,174578;1,62E-04;0,172009;2,33E-04;0,166566;1,44E-04;0,187428;2,05E-04;0,211709;1,64E-04;0,211764;2,12E-04;0,202916;1,73E-04;0,111227;1,71E-04;0,2749;2,15E-04
300;0,154428;1,48E-04;0,163985;1,96E-04;0,16469;1,76E-04;0,157835;1,65E-04;0,176183;1,87E-04;0,156589;1,64E-04;0,176655;1,80E-04;0,175641;1,49E-04;0,17336;1,81E-04;0,166863;1,28E-04;0,188647;1,49E-04;0,214827;1,64E-04;0,213642;1,37E-04;0,204958;1,96E-04;0,109591;2,13E-04;0,278128;2,46E-04
301;0,156078;1,36E-04;0,165509;1,35E-04;0,166216;2,19E-04;0,158582;1,37E-04;0,177669;1,48E-04;0,158026;1,43E-04;0,178483;2,01E-04;0,177452;1,87E-04;0,17468;1,66E-04;0,169155;1,14E-04;0,190748;1,33E-04;0,21665;1,57E-04;0,216027;1,15E-04;0,206897;1,96E-04;0,109231;1,34E-04;0,282419;1,81E-04
302;0,157714;1,40E-04;0,167028;1,41E-04;0,167774;1,76E-04;0,160396;1,45E-04;0,179541;1,57E-04;0,159665;1,71E-04;0,180578;1,81E-04;0,179056;1,89E-04;0,176434;2,26E-04;0,170131;1,75E-04;0,193174;1,49E-04;0,219553;1,65E-04;0,218119;1,64E-04;0,209087;2,12E-04;0,109083;1,47E-04;0,285956;2,34E-04
303;0,159493;1,05E-04;0,169265;1,09E-04;0,169857;1,32E-04;0,162527;1,17E-04;0,181598;1,41E-04;0,161606;1,31E-04;0,182432;1,47E-04;0,181292;1,50E-04;0,1782;1,78E-04;0,172421;1,92E-04;0,195169;1,25E-04;0,221796;1,39E-04;0,220761;1,46E-04;0,211781;1,67E-04;0,109429;1,28E-04;0,290421;1,70E-04
304;0,1608;1,42E-04;0,170581;1,45E-04;0,171383;1,62E-04;0,164019;1,41E-04;0,183209;1,51E-04;0,163156;1,37E-04;0,184203;1,46E-04;0,182916;1,28E-04;0,180093;1,73E-04;0,174092;1,73E-04;0,197451;1,25E-04;0,224436;1,70E-04;0,222631;1,77E-04;0,213792;1,57E-04;0,10981;1,62E-04;0,293427;1,47E-04
305;0,162791;1,30E-04;0,172431;1,56E-04;0,173193;1,38E-04;0,165746;1,38E-04;0,185244;1,76E-04;0,165155;1,35E-04;0,18644;1,50E-04;0,184635;1,51E-04;0,181937;1,65E-04;0,175962;1,42E-04;0,199469;1,64E-04;0,226656;1,30E-04;0,225121;1,76E-04;0,215963;1,65E-04;0,110736;1,69E-04;0,296248;1,54E-04
306;0,164688;1,52E-04;0,174044;1,58E-04;0,174907;1,30E-04;0,167357;1,31E-04;0,187148;1,54E-04;0,166839;1,66E-04;0,18821;1,43E-04;0,186559;2,07E-04;0,183621;1,62E-04;0,177772;1,74E-04;0,201666;1,69E-04;0,228464;1,29E-04;0,226606;1,80E-04;0,217774;1,88E-04;0,111782;1,58E-04;0,298741;2,23E-04
307;0,165884;1,83E-04;0,175395;1,63E-04;0,176194;1,44E-04;0,168568;1,36E-04;0,188606;1,73E-04;0,168275;1,68E-04;0,189228;1,52E-04;0,187916;1,46E-04;0,185051;1,54E-04;0,179167;1,27E-04;0,203033;1,56E-04;0,230082;1,33E-04;0,228339;1,55E-04;0,219078;1,49E-04;0,113171;1,65E-04;0,299968;1,66E-04
308;0,166676;1,45E-04;0,17625;1,15E-04;0,177281;1,59E-04;0,169555;1,48E-04;0,189507;1,30E-04;0,169218;1,43E-04;0,190236;1,40E-04;0,188982;1,68E-04;0,186226;1,10E-04;0,180153;1,14E-04;0,203744;1,68E-04;0,230882;1,44E-04;0,228877;1,61E-04;0,219629;1,45E-04;0,114321;1,40E-04;0,300233;1,57E-04
309;0,167311;1,59E-04;0,176783;1,30E-04;0,178185;1,34E-04;0,170395;1,11E-04;0,190176;1,18E-04;0,170003;1,35E-04;0,190915;1,80E-04;0,18952;2,07E-04;0,186633;1,30E-04;0,180565;1,61E-04;0,204296;1,21E-04;0,23139;1,68E-04;0,229152;1,36E-04;0,219847;1,17E-04;0,115652;1,37E-04;0,299494;1,13E-04
310;0,167513;9,47E-05;0,177356;1,08E-04;0,178226;9,49E-05;0,170448;1,18E-04;0,190086;9,36E-05;0,170212;1,21E-04;0,190789;1,42E-04;0,189551;1,28E-04;0,186613;1,70E-04;0,180882;9,94E-05;0,203859;1,11E-04;0,230618;1,47E-04;0,228437;1,47E-04;0,219095;8,48E-05;0,116923;1,30E-04;0,297429;9,78E-05
311;0,167405;1,01E-04;0,177179;1,08E-04;0,17813;1,21E-04;0,170214;1,36E-04;0,189892;1,17E-04;0,169996;1,46E-04;0,190239;1,22E-04;0,188986;1,04E-04;0,186534;1,57E-04;0,181015;1,05E-04;0,20325;1,03E-04;0,229111;1,47E-04;0,226994;1,24E-04;0,217577;1,16E-04;0,118619;1,05E-04;0,294334;1,21E-04
312;0,166512;1,10E-04;0,17616;1,20E-04;0,177321;9,96E-05;0,169479;1,00E-04;0,189081;1,00E-04;0,16911;1,10E-04;0,189075;8,52E-05;0,188013;9,61E-05;0,185456;1,11E-04;0,180191;9,86E-05;0,201511;8,36E-05;0,227326;1,22E-04;0,225032;1,24E-04;0,215461;9,63E-05;0,120148;6,78E-05;0,289238;1,27E-04
313;0,16509;1,06E-04;0,174766;1,67E-04;0,175685;9,27E-05;0,168075;1,02E-04;0,187253;9,85E-05;0,167877;1,16E-04;0,187124;9,99E-05;0,186186;1,24E-04;0,1837;1,24E-04;0,178748;1,04E-04;0,198991;1,17E-04;0,224279;1,05E-04;0,221966;1,17E-04;0,212392;9,61E-05;0,121722;9,73E-05;0,282847;1,55E-04
314;0,16349;1,25E-04;0,173065;1,18E-04;0,173884;1,08E-04;0,166055;1,01E-04;0,185262;1,06E-04;0,165823;1,45E-04;0,184525;9,58E-05;0,183838;1,30E-04;0,18164;9,66E-05;0,176834;9,18E-05;0,195747;9,52E-05;0,220214;1,02E-04;0,218081;1,10E-04;0,208544;9,77E-05;0,123488;9,00E-05;0,275126;1,32E-04
315;0,161115;1,34E-04;0,170701;1,01E-04;0,171625;1,17E-04;0,163693;1,08E-04;0,182711;1,03E-04;0,163204;1,55E-04;0,181497;1,16E-04;0,18115;1,40E-04;0,178734;9,69E-05;0,174406;1,13E-04;0,191736;1,24E-04;0,215641;1,20E-04;0,213357;1,12E-04;0,203839;9,52E-05;0,125031;9,45E-05;0,265895;1,67E-04
316;0,158107;1,25E-04;0,168041;1,17E-04;0,168774;1,08E-04;0,160949;1,06E-04;0,179259;1,27E-04;0,160364;1,76E-04;0,177894;1,04E-04;0,177722;1,38E-04;0,175384;1,05E-04;0,171556;1,04E-04;0,187154;1,13E-04;0,210338;1,38E-04;0,207987;1,44E-04;0,198402;9,04E-05;0,126564;9,51E-05;0,255394;1,51E-04
317;0,155273;1,62E-04;0,165022;1,26E-04;0,165695;1,72E-04;0,15798;1,48E-04;0,175725;1,46E-04;0,157137;1,51E-04;0,173896;1,23E-04;0,174056;1,22E-04;0,171979;1,27E-04;0,168279;1,13E-04;0,182208;1,38E-04;0,204368;1,32E-04;0,202388;1,30E-04;0,192676;1,36E-04;0,12856;1,28E-04;0,244249;1,41E-04
318;0,151669;1,22E-04;0,161232;1,29E-04;0,161732;1,80E-04;0,154401;1,08E-04;0,17154;1,26E-04;0,153284;1,05E-04;0,169143;1,43E-04;0,169698;1,09E-04;0,167561;1,29E-04;0,16438;9,45E-05;0,1766;1,00E-04;0,197648;1,18E-04;0,195794;1,19E-04;0,186098;1,28E-04;0,129784;1,10E-04;0,232037;1,39E-04
319;0,148102;8,81E-05;0,157869;1,14E-04;0,158244;1,08E-04;0,150989;8,79E-05;0,167429;1,29E-04;0,149591;8,68E-05;0,164818;1,02E-04;0,165505;1,00E-04;0,163641;1,43E-04;0,16063;9,37E-05;0,170818;9,39E-05;0,19115;8,48E-05;0,189278;9,21E-05;0,179619;9,71E-05;0,131422;9,17E-05;0,219483;1,38E-04
320;0,14452;1,03E-04;0,154316;8,97E-05;0,154326;9,87E-05;0,147189;1,25E-04;0,163158;1,17E-04;0,145737;9,18E-05;0,159926;1,11E-04;0,160849;7,80E-05;0,159068;9,85E-05;0,156894;9,37E-05;0,164697;1,19E-04;0,184316;9,55E-05;0,182421;8,35E-05;0,172669;1,12E-04;0,133151;1,21E-04;0,206533;1,18E-04
